key,0,1
542,"Bereft of Hearth and Home","QuestRedoChapter#11"
543,"Divide and Conquer","QuestRedoChapter#11"
544,"Lies, Damn Lies, and Pirates","QuestRedoChapter#11"
545,"Tales from the Far East","QuestRedoChapter#11"
546,"Not without Incident","QuestRedoChapter#11"
547,"The Man from Ul'dah","QuestRedoChapter#11"
548,"Where the Streets Are Paved with Koban","QuestRedoChapter#11"
549,"By the Grace of Lord Lolorito","QuestRedoChapter#11"
550,"A Good Samurai Is Hard to Find","QuestRedoChapter#11"
551,"It's Probably a Trap","QuestRedoChapter#11"
552,"Making the Catfish Sing","QuestRedoChapter#11"
553,"Once More, to the Ruby Sea","QuestRedoChapter#11"
554,"Open Water","QuestRedoChapter#11"
555,"Boys with Boats","QuestRedoChapter#11"
556,"To Bend with the Wind","QuestRedoChapter#11"
557,"Confederate Consternation","QuestRedoChapter#11"
558,"The Last Voyage","QuestRedoChapter#11"
559,"The Solace of the Sea","QuestRedoChapter#11"
560,"The Arrows of Misfortune","QuestRedoChapter#11"
561,"Alisaie's Stones","QuestRedoChapter#11"
562,"Under the Sea","QuestRedoChapter#11"
563,"Of Kojin and Kami","QuestRedoChapter#11"
564,"In Soroban We Trust","QuestRedoChapter#11"
565,"Forever and Ever Apart","QuestRedoChapter#11"
566,"In Darkness the Magatama Dreams","QuestRedoChapter#11"
567,"The Whims of the Divine","QuestRedoChapter#11"
568,"Breaking and Delivering","QuestRedoChapter#11"
569,"The Lord of the Revel","QuestRedoChapter#11"
570,"Tide Goes in, Imperials Go Out","QuestRedoChapter#11"
571,"A Silence in Three Parts","QuestRedoChapter#11"
572,"Life after Doma","QuestRedoChapter#11"
573,"A Glimpse of Madness","QuestRedoChapter#11"
574,"The Stubborn Remainder","QuestRedoChapter#11"
575,"The Ones We Leave Behind","QuestRedoChapter#11"
576,"A New Ruby Tithe","QuestRedoChapter#11"
577,"The Will to Live","QuestRedoChapter#11"
578,"Daughter of the Deep","QuestRedoChapter#11"
579,"Path of No Return","QuestRedoChapter#11"
580,"The Time between the Seconds","QuestRedoChapter#11"
581,"All the Little Angels","QuestRedoChapter#11"
582,"Here There Be Xaela","QuestRedoChapter#12"
583,"The Search for Lord Hien","QuestRedoChapter#12"
584,"A Season for War","QuestRedoChapter#12"
585,"An Impossible Dream","QuestRedoChapter#12"
586,"Stars in the Dark","QuestRedoChapter#12"
587,"A Warrior's Welcome","QuestRedoChapter#12"
588,"The Heart of Nations","QuestRedoChapter#12"
589,"A Trial Before the Trial","QuestRedoChapter#12"
590,"In the Footsteps of Bardam the Brave","QuestRedoChapter#12"
591,"The Children of Azim","QuestRedoChapter#12"
592,"The Labors of Magnai","QuestRedoChapter#12"
593,"For Love of the Moon","QuestRedoChapter#12"
594,"Sworn Enemies of the Sun","QuestRedoChapter#12"
595,"The Undying Ones","QuestRedoChapter#12"
596,"A Final Peace","QuestRedoChapter#12"
597,"As the Gods Will","QuestRedoChapter#12"
598,"Naadam","QuestRedoChapter#12"
599,"Glory to the Khagan","QuestRedoChapter#12"
600,"In Crimson They Walked","QuestRedoChapter#12"
601,"The Hour of Reckoning","QuestRedoChapter#12"
602,"The Room Where It Happened","QuestRedoChapter#12"
603,"How Tataru Got Her Groove Back","QuestRedoChapter#12"
604,"Seeds of Despair","QuestRedoChapter#12"
605,"The Limits of Our Endurance","QuestRedoChapter#12"
606,"Broken Steel, Broken Men","QuestRedoChapter#12"
607,"The Doma Within","QuestRedoChapter#12"
608,"On the Eve of Destiny","QuestRedoChapter#12"
609,"The Die Is Cast","QuestRedoChapter#12"
610,"The World Turned Upside Down","QuestRedoChapter#12"
611,"A Swift and Secret Departure","QuestRedoChapter#12"
612,"While You Were Away","QuestRedoChapter#12"
613,"Rhalgr's Beacon","QuestRedoChapter#12"
614,"The Fortunes of War","QuestRedoChapter#12"
615,"Rising Fortunes, Rising Spirits","QuestRedoChapter#12"
616,"The Lure of the Dream","QuestRedoChapter#12"
617,"The Lady of Bliss","QuestRedoChapter#12"
618,"The Silence of the Gods","QuestRedoChapter#12"
619,"The First of Many","QuestRedoChapter#12"
620,"Strong and Unified","QuestRedoChapter#12"
621,"Hells Open","QuestRedoChapter#12"
622,"Heavens Weep","QuestRedoChapter#12"
623,"The Road Home","QuestRedoChapter#12"
624,"For the Living and the Dead","QuestRedoChapter#12"
625,"Above the Churning Waters","QuestRedoChapter#12"
626,"The Path Forward","QuestRedoChapter#12"
627,"With Tired Hands We Toil","QuestRedoChapter#12"
628,"Where Courage Endures","QuestRedoChapter#12"
629,"The Price of Freedom","QuestRedoChapter#12"
630,"Raubahn's Invitation","QuestRedoChapter#12"
631,"Liberty or Death","QuestRedoChapter#12"
632,"The Lady in Red","QuestRedoChapter#12"
633,"Upon the Great Loch's Shore","QuestRedoChapter#12"
634,"The Key to Victory","QuestRedoChapter#12"
635,"The Resonant","QuestRedoChapter#12"
636,"The Legacy of Our Fathers","QuestRedoChapter#12"
637,"The Measure of His Reach","QuestRedoChapter#12"
638,"Stormblood","QuestRedoChapter#12"
639,"Arenvald's Adventure","QuestRedoChapter#13"
640,"The Darkness Below","QuestRedoChapter#13"
641,"The Mad King's Trove","QuestRedoChapter#13"
642,"The Butcher's Blood","QuestRedoChapter#13"
643,"Echoes of an Echo","QuestRedoChapter#13"
644,"A Sultana's Strings","QuestRedoChapter#13"
645,"A Sultana's Duty","QuestRedoChapter#13"
646,"A Sultana's Resolve","QuestRedoChapter#13"
647,"Securing the Saltery","QuestRedoChapter#13"
648,"A Blissful Arrival","QuestRedoChapter#13"
649,"Return of the Bull","QuestRedoChapter#13"
650,"Tidings from the East","QuestRedoChapter#13"
651,"The Sword in the Store","QuestRedoChapter#13"
652,"Hope on the Waves","QuestRedoChapter#13"
653,"Elation and Trepidation","QuestRedoChapter#13"
654,"Storm on the Horizon","QuestRedoChapter#13"
655,"His Forgotten Home","QuestRedoChapter#13"
656,"A Guilty Conscience","QuestRedoChapter#13"
657,"Rise of a New Sun","QuestRedoChapter#13"
658,"Gosetsu and Tsuyu","QuestRedoChapter#13"
659,"Gone Like the Morning Dew","QuestRedoChapter#13"
660,"Fruits of Her Labor","QuestRedoChapter#13"
661,"Conscripts and Contingencies","QuestRedoChapter#13"
662,"The Primary Agreement","QuestRedoChapter#13"
663,"Under the Moonlight","QuestRedoChapter#13"
664,"Emissary of the Dawn","QuestRedoChapter#13"
665,"Sisterly Act","QuestRedoChapter#14"
666,"Feel the Burn","QuestRedoChapter#14"
667,"Shadows in the Empire","QuestRedoChapter#14"
668,"A Power in Slumber","QuestRedoChapter#14"
669,"The Will of the Moon","QuestRedoChapter#14"
670,"The Call","QuestRedoChapter#14"
671,"Prelude in Violet","QuestRedoChapter#14"
672,"Soul Searching","QuestRedoChapter#14"
673,"A Defector's Tidings","QuestRedoChapter#14"
674,"Seiryu's Wall","QuestRedoChapter#14"
675,"Parley on the Front Lines","QuestRedoChapter#14"
676,"The Face of War","QuestRedoChapter#14"
677,"A Brief Reprieve","QuestRedoChapter#14"
678,"A Requiem for Heroes","QuestRedoChapter#14"
679,"The Syrcus Trench","QuestRedoChapter#15"
680,"City of the First","QuestRedoChapter#15"
681,"Travelers of Norvrandt","QuestRedoChapter#15"
682,"In Search of Alphinaud","QuestRedoChapter#15"
683,"A Still Tide","QuestRedoChapter#15"
684,"Open Arms, Closed Gate","QuestRedoChapter#15"
685,"A Fickle Existence","QuestRedoChapter#15"
686,"City of Final Pleasures","QuestRedoChapter#15"
687,"Free to Sightsee","QuestRedoChapter#15"
688,"A Taste of Honey","QuestRedoChapter#15"
689,"A Blessed Instrument","QuestRedoChapter#15"
690,"Emergent Splendor","QuestRedoChapter#15"
691,"In Search of Alisaie","QuestRedoChapter#15"
692,"City of the Mord","QuestRedoChapter#15"
693,"Working Off the Meal","QuestRedoChapter#15"
694,"A Desert Crossing","QuestRedoChapter#15"
695,"Following in Her Footprints","QuestRedoChapter#15"
696,"Culling Their Ranks","QuestRedoChapter#15"
697,"A Purchase of Fruit","QuestRedoChapter#15"
698,"The Time Left to Us","QuestRedoChapter#15"
699,"Tears on the Sand","QuestRedoChapter#15"
700,"The Lightwardens","QuestRedoChapter#15"
701,"Warrior of Darkness","QuestRedoChapter#15"
702,"An Unwelcome Guest","QuestRedoChapter#15"
703,"The Crystarium's Resolve","QuestRedoChapter#15"
704,"Logistics of War","QuestRedoChapter#15"
705,"The Oracle of Light","QuestRedoChapter#15"
706,"Il Mheg, the Faerie Kingdom","QuestRedoChapter#15"
707,"Sul Uin's Request","QuestRedoChapter#15"
708,"Ys Iala's Errand","QuestRedoChapter#15"
709,"Oul Sigun's Plea","QuestRedoChapter#15"
710,"Unto the Truth","QuestRedoChapter#15"
711,"Courting Cooperation","QuestRedoChapter#15"
712,"The Key to the Castle","QuestRedoChapter#15"
713,"A Visit to the Nu Mou","QuestRedoChapter#15"
714,"A Fitting Payment","QuestRedoChapter#15"
715,"Spore Sweeper","QuestRedoChapter#15"
716,"The Lawless Ones","QuestRedoChapter#15"
717,"The Elder's Answer","QuestRedoChapter#15"
718,"A Resounding Roar","QuestRedoChapter#15"
719,"Memento of a Friend","QuestRedoChapter#15"
720,"Acht-la Ormh Inn","QuestRedoChapter#15"
721,"The Wheel Turns","QuestRedoChapter#15"
722,"A Party Soon Divided","QuestRedoChapter#15"
723,"A Little Faith","QuestRedoChapter#15"
724,"Into the Dark","QuestRedoChapter#15"
725,"A Day in the Neighborhood","QuestRedoChapter#15"
726,"A Helping Hand","QuestRedoChapter#15"
727,"Lost but Not Forgotten","QuestRedoChapter#15"
728,"Saying Good-bye","QuestRedoChapter#15"
729,"Stirring Up Trouble","QuestRedoChapter#15"
730,"A Beeautiful Plan","QuestRedoChapter#15"
731,"An Unwanted Proposal","QuestRedoChapter#15"
732,"Put to the Proof","QuestRedoChapter#15"
733,"Into the Wood","QuestRedoChapter#15"
734,"Top of the Tree","QuestRedoChapter#15"
735,"Look to the Stars","QuestRedoChapter#15"
736,"Mi Casa, Toupasa","QuestRedoChapter#15"
737,"Legend of the Not-so-hidden Temple","QuestRedoChapter#15"
738,"The Aftermath","QuestRedoChapter#15"
739,"In Good Faith","QuestRedoChapter#15"
740,"The Burden of Knowledge","QuestRedoChapter#15"
741,"Bearing with It","QuestRedoChapter#15"
742,"Out of the Wood","QuestRedoChapter#15"
743,"When It Rains","QuestRedoChapter#16"
744,"Word from On High","QuestRedoChapter#16"
745,"Small Favors","QuestRedoChapter#16"
746,"The Best Way Out","QuestRedoChapter#16"
747,"Free Trade","QuestRedoChapter#16"
748,"The Trolley Problem","QuestRedoChapter#16"
749,"Rust and Ruin","QuestRedoChapter#16"
750,"On Track","QuestRedoChapter#16"
751,"Down for Maintenance","QuestRedoChapter#16"
752,"The Truth Hurts","QuestRedoChapter#16"
753,"A Convenient Distraction","QuestRedoChapter#16"
754,"A Dirty Job","QuestRedoChapter#16"
755,"Have a Heart","QuestRedoChapter#16"
756,"Full Steam Ahead","QuestRedoChapter#16"
757,"Crossroads","QuestRedoChapter#16"
758,"A Fresh Start","QuestRedoChapter#16"
759,"More than a Hunch","QuestRedoChapter#16"
760,"Return to Eulmore","QuestRedoChapter#16"
761,"A Feast of Lies","QuestRedoChapter#16"
762,"Paradise Fallen","QuestRedoChapter#16"
763,"The Ladder","QuestRedoChapter#16"
764,"The View from Above","QuestRedoChapter#16"
765,"In Mt. Gulg's Shadow","QuestRedoChapter#16"
766,"A Gigantic Undertaking","QuestRedoChapter#16"
767,"Meet the Tholls","QuestRedoChapter#16"
768,"A-Digging We Will Go","QuestRedoChapter#16"
769,"The Duergar's Tewel","QuestRedoChapter#16"
770,"Rich Veins of Hope","QuestRedoChapter#16"
771,"That None Shall Ever Again","QuestRedoChapter#16"
772,"A Breath of Respite","QuestRedoChapter#16"
773,"Extinguishing the Last Light","QuestRedoChapter#16"
774,"Reassuring the Masses","QuestRedoChapter#16"
775,"In His Garden","QuestRedoChapter#16"
776,"The Unbroken Thread","QuestRedoChapter#16"
777,"To Storm-tossed Seas","QuestRedoChapter#16"
778,"Waiting in the Depths","QuestRedoChapter#16"
779,"City of the Ancients","QuestRedoChapter#16"
780,"The Light of Inspiration","QuestRedoChapter#16"
781,"The Illuminated Land","QuestRedoChapter#16"
782,"The End of a World","QuestRedoChapter#16"
783,"A Greater Purpose","QuestRedoChapter#16"
784,"Shadowbringers","QuestRedoChapter#16"
785,"Primal Awakening","QuestRedoChapter#17"
786,"Alisaie's Pledge","QuestRedoChapter#17"
787,"Another Turn in the Coil","QuestRedoChapter#17"
788,"Alisaie's Resolve","QuestRedoChapter#17"
789,"Fragments of Truth","QuestRedoChapter#17"
790,"Alisaie's Path","QuestRedoChapter#17"
791,"Legacy of Allag","QuestRedoChapter#18"
792,"Legacy of Allag","QuestRedoChapter#18"
793,"Sanding It Down","QuestRedoChapter#18"
794,"A Performance for the Ages","QuestRedoChapter#18"
795,"Labyrinth of the Ancients","QuestRedoChapter#18"
796,"For Prosperity","QuestRedoChapter#18"
797,"Syrcus Tower","QuestRedoChapter#18"
798,"The World of Darkness","QuestRedoChapter#18"
799,"The Light of Hope","QuestRedoChapter#18"
800,"Disarmed","QuestRedoChapter#19"
801,"Steel and Steam","QuestRedoChapter#19"
802,"Tinker, Seeker, Soldier, Spy","QuestRedoChapter#19"
803,"The Pulsing Heart","QuestRedoChapter#19"
804,"Enigma","QuestRedoChapter#19"
805,"Rearmed","QuestRedoChapter#19"
806,"The Folly of Youth","QuestRedoChapter#19"
807,"Toppling the Tyrant","QuestRedoChapter#19"
808,"One Step Behind","QuestRedoChapter#19"
809,"A Gob in the Machine","QuestRedoChapter#19"
810,"The Coeurl and the Colossus","QuestRedoChapter#19"
811,"Biggs and Wedge's Excellent Adventure","QuestRedoChapter#19"
812,"Thus Spake Quickthinx","QuestRedoChapter#19"
813,"Judgment Day","QuestRedoChapter#19"
814,"Of Endings and Beginnings","QuestRedoChapter#19"
815,"Sky Pirates","QuestRedoChapter#20"
816,"To Rule the Skies","QuestRedoChapter#20"
817,"The Weeping City","QuestRedoChapter#20"
818,"Freedom for Our Skies","QuestRedoChapter#20"
819,"Where Shadows Reign","QuestRedoChapter#20"
820,"A Redbill Farewell","QuestRedoChapter#20"
821,"Gods of Eld","QuestRedoChapter#21"
822,"When the Bough Wakes","QuestRedoChapter#21"
823,"The Fate of Stars","QuestRedoChapter#21"
824,"Balance unto All","QuestRedoChapter#21"
825,"The Last Pillar to Fall","QuestRedoChapter#21"
826,"The Hunt for Omega","QuestRedoChapter#22"
827,"Into the Deltascape","QuestRedoChapter#22"
828,"A Catastrophe Waiting","QuestRedoChapter#22"
829,"The Croak Queen","QuestRedoChapter#22"
830,"A Void at All Costs","QuestRedoChapter#22"
831,"The Anomaly","QuestRedoChapter#22"
832,"Return to the Rift","QuestRedoChapter#22"
833,"No Slowing Down","QuestRedoChapter#22"
834,"An Unfinished Masterpiece","QuestRedoChapter#22"
835,"Won't Let You Pass","QuestRedoChapter#22"
836,"Test World of Ruin","QuestRedoChapter#22"
837,"In the Beginning, There Was Chaos","QuestRedoChapter#22"
838,"And Like Fire Was His Mane","QuestRedoChapter#22"
839,"In the End, There Is Omega","QuestRedoChapter#22"
840,"To Kweh under Distant Skies","QuestRedoChapter#22"
841,"Dramatis Personae","QuestRedoChapter#23"
842,"A City Fallen","QuestRedoChapter#23"
843,"Uninvited","QuestRedoChapter#23"
844,"My Power, My Pleasure, My Pain","QuestRedoChapter#23"
845,"Desire","QuestRedoChapter#23"
846,"Annihilation","QuestRedoChapter#23"
847,"The Path of Most Resistance","QuestRedoChapter#23"
848,"Welcome to Their Jungle","QuestRedoChapter#23"
849,"The City of Lost Angels","QuestRedoChapter#23"
850,"In Bad Taste","QuestRedoChapter#23"
851,"An Auspicious Encounter","QuestRedoChapter#24"
852,"Tortoise in Time","QuestRedoChapter#24"
853,"The Fire-bird Down Below","QuestRedoChapter#24"
854,"Surpassing the Samurai","QuestRedoChapter#24"
855,"The Fifth Lord","QuestRedoChapter#24"
856,"The Rise and Fall of Gentlemen","QuestRedoChapter#25"
857,"Back in the Saddle","QuestRedoChapter#25"
858,"After Her Own Heart","QuestRedoChapter#25"
859,"The Immaculate Deception","QuestRedoChapter#25"
860,"The Science of Deduction","QuestRedoChapter#25"
861,"The Hammer","QuestRedoChapter#25"
862,"Manderville Men","QuestRedoChapter#25"
863,"The Three Collectors","QuestRedoChapter#25"
864,"The Business of Betrothal","QuestRedoChapter#25"
865,"A Burst of Inspiration","QuestRedoChapter#25"
866,"Seeds of Rebellion","QuestRedoChapter#25"
867,"A Case of Indecency","QuestRedoChapter#25"
868,"Eight-armed and Dangerous","QuestRedoChapter#25"
869,"What Price Victory","QuestRedoChapter#25"
870,"The Trouble with Truffles","QuestRedoChapter#25"
871,"The Coliseum Conundrum","QuestRedoChapter#25"
872,"Shades of Sil'dih","QuestRedoChapter#25"
873,"Sibling Strife","QuestRedoChapter#25"
874,"Beneath the Mask","QuestRedoChapter#25"
875,"Truths Untold","QuestRedoChapter#25"
876,"Her Last Vow","QuestRedoChapter#25"
877,"A Gentleman Falls, Rather than Flies","QuestRedoChapter#26"
878,"Don't Call It a Comeback","QuestRedoChapter#26"
879,"The Gigi Situation","QuestRedoChapter#26"
880,"The Measure of a Mammet","QuestRedoChapter#26"
881,"A Gazebo to Call Our Own","QuestRedoChapter#26"
882,"Don't Trust Anyone over Sixty","QuestRedoChapter#26"
883,"The Proud and the Pointy-eyed","QuestRedoChapter#26"
884,"If I Could Turn Back Time","QuestRedoChapter#26"
885,"A Hingan Tale: Nashu Goes East","QuestRedoChapter#27"
886,"Life Imitates Art Imitates Life","QuestRedoChapter#27"
887,"Of Wolves and Gentlemen","QuestRedoChapter#27"
888,"In the Eye of the Hingan","QuestRedoChapter#27"
889,"The Blade Mislaid","QuestRedoChapter#27"
890,"The Black Heart Beneath","QuestRedoChapter#27"
891,"Good Swords, Good Dogs","QuestRedoChapter#27"
892,"The Past Is Never Past","QuestRedoChapter#27"
893,"Don't Do the Dewprism","QuestRedoChapter#27"
894,"Keeping the Ledger","QuestRedoChapter#28"
895,"Contradicting Convictions","QuestRedoChapter#28"
896,"The Benefits of Consultation","QuestRedoChapter#28"
897,"Balancing the Spear","QuestRedoChapter#28"
898,"More than Meets Her Eye","QuestRedoChapter#28"
899,"Divine Reckoning","QuestRedoChapter#28"
900,"Through the Grapevine","QuestRedoChapter#28"
901,"A Familial Resemblance","QuestRedoChapter#28"
902,"Finding Ulaa","QuestRedoChapter#28"
903,"The Student Body's Revenge","QuestRedoChapter#28"
904,"The Whipping Boy","QuestRedoChapter#28"
905,"Letters from No One","QuestRedoChapter#28"
906,"The Life and Lies of Father Saturnois","QuestRedoChapter#28"
907,"The Paths We Walk","QuestRedoChapter#29"
908,"The Oaths We Swear","QuestRedoChapter#29"
909,"The Legacies We Leave","QuestRedoChapter#29"
910,"The Triumphs We Share","QuestRedoChapter#29"
911,"The Burdens We Bear","QuestRedoChapter#29"
912,"So You Want to Be a Carpenter","QuestRedoChapter#30"
913,"Way of the Carpenter","QuestRedoChapter#30"
914,"My First Saw","QuestRedoChapter#30"
915,"To Be the Wood","QuestRedoChapter#30"
916,"Supplies for the Sick","QuestRedoChapter#30"
917,"A Carpenter in Need","QuestRedoChapter#30"
918,"The Lance's Lesson","QuestRedoChapter#30"
919,"A Crisis of Confidence","QuestRedoChapter#30"
920,"Between Captain and Conjurer","QuestRedoChapter#30"
921,"Growing Apart","QuestRedoChapter#30"
922,"Memento Mori","QuestRedoChapter#30"
923,"Gone till the Sixth Astral Moon","QuestRedoChapter#30"
924,"Saving Captain Gairhard","QuestRedoChapter#30"
925,"Lance of a Lifetime","QuestRedoChapter#31"
926,"A-hunting He Will Go","QuestRedoChapter#31"
927,"Ministers of Grace Defend Him","QuestRedoChapter#31"
928,"The Son Also Rises","QuestRedoChapter#31"
929,"More Fierce than Fire","QuestRedoChapter#31"
930,"Uncharted Territory","QuestRedoChapter#32"
931,"The Game of Confidence","QuestRedoChapter#32"
932,"A Lesson in Listening","QuestRedoChapter#32"
933,"Live and Let Dine","QuestRedoChapter#32"
934,"Tea Party Rules","QuestRedoChapter#32"
935,"So You Want to Be a Blacksmith","QuestRedoChapter#33"
936,"Way of the Blacksmith","QuestRedoChapter#33"
937,"My First Cross-pein Hammer","QuestRedoChapter#33"
938,"Hammer Time","QuestRedoChapter#33"
939,"Riveting Ramblings","QuestRedoChapter#33"
940,"The Business of Blacksmithing","QuestRedoChapter#33"
941,"By the Sweat of Your Brow","QuestRedoChapter#33"
942,"True as Steel","QuestRedoChapter#33"
943,"As Iron Sharpens Iron","QuestRedoChapter#33"
944,"Set Faezahr to Stun","QuestRedoChapter#33"
945,"Forging Ahead","QuestRedoChapter#33"
946,"Beauty and the Bardiche","QuestRedoChapter#33"
947,"Waiting in the Winglet","QuestRedoChapter#33"
948,"Forging Northwards","QuestRedoChapter#34"
949,"Leave It to Fremondain","QuestRedoChapter#34"
950,"The Good Fight","QuestRedoChapter#34"
951,"Blade That Was Broken","QuestRedoChapter#34"
952,"Integrity","QuestRedoChapter#34"
953,"A Missive from the Far East","QuestRedoChapter#35"
954,"The Client Is King","QuestRedoChapter#35"
955,"Blood Ties","QuestRedoChapter#35"
956,"The Missing Piece","QuestRedoChapter#35"
957,"The Final Face-off","QuestRedoChapter#35"
958,"So You Want to Be an Armorer","QuestRedoChapter#36"
959,"Way of the Armorer","QuestRedoChapter#36"
960,"My First Doming Hammer","QuestRedoChapter#36"
961,"From Thigh to Neck","QuestRedoChapter#36"
962,"The Base Fundamentals","QuestRedoChapter#36"
963,"One's Own Worst Critic","QuestRedoChapter#36"
964,"An Armorer's Pride","QuestRedoChapter#36"
965,"Showing Your Steel","QuestRedoChapter#36"
966,"May the Best Armorer Win","QuestRedoChapter#36"
967,"Pans of Steel","QuestRedoChapter#36"
968,"Best of Three","QuestRedoChapter#36"
969,"For the Good of the Guild","QuestRedoChapter#36"
970,"Rivalry and Respect","QuestRedoChapter#36"
971,"The Breaking of Blanstyr","QuestRedoChapter#37"
972,"Light-headed","QuestRedoChapter#37"
973,"Fancy Lancer","QuestRedoChapter#37"
974,"The Reforging of Blanstyr","QuestRedoChapter#37"
975,"The Pride of Vymelli","QuestRedoChapter#37"
976,"Original Blanstyr","QuestRedoChapter#38"
977,"Eastern Apprentice","QuestRedoChapter#38"
978,"Forging with Scales","QuestRedoChapter#38"
979,"Head-to-head Contest","QuestRedoChapter#38"
980,"A Confluence of Style","QuestRedoChapter#38"
981,"So You Want to Be a Goldsmith","QuestRedoChapter#39"
982,"Way of the Goldsmith","QuestRedoChapter#39"
983,"My First Chaser Hammer","QuestRedoChapter#39"
984,"Gorgets Rising","QuestRedoChapter#39"
985,"Throw Some Rings on It","QuestRedoChapter#39"
986,"Objectively Speaking","QuestRedoChapter#39"
987,"A Melding of the Minds","QuestRedoChapter#39"
988,"Or Ever the Silver Cord Be Loosed","QuestRedoChapter#39"
989,"Serendipity Now","QuestRedoChapter#39"
990,"Mammets on Fire","QuestRedoChapter#39"
991,"The Horns of the Green","QuestRedoChapter#39"
992,"The Fox in the Hen House","QuestRedoChapter#39"
993,"Jaded","QuestRedoChapter#39"
994,"Form to the Formless","QuestRedoChapter#40"
995,"Elegance and Artistry","QuestRedoChapter#40"
996,"Double Trouble","QuestRedoChapter#40"
997,"A Masterclass","QuestRedoChapter#40"
998,"Two Hearts Beat as One","QuestRedoChapter#40"
999,"A Royal Request","QuestRedoChapter#41"
1000,"Gemworks in Progress","QuestRedoChapter#41"
1001,"Blindsided","QuestRedoChapter#41"
1002,"The Perfect Tribute","QuestRedoChapter#41"
1003,"Sultana Dreaming","QuestRedoChapter#41"
1004,"So You Want to Be a Leatherworker","QuestRedoChapter#42"
1005,"Way of the Leatherworker","QuestRedoChapter#42"
1006,"My First Head Knife","QuestRedoChapter#42"
1007,"A Test of Technique","QuestRedoChapter#42"
1008,"Geva's Gambit","QuestRedoChapter#42"
1009,"Working Hells for Leather","QuestRedoChapter#42"
1010,"Aldgoat Everything","QuestRedoChapter#42"
1011,"Skin in the Game","QuestRedoChapter#42"
1012,"Toadskins of the Father","QuestRedoChapter#42"
1013,"Lead by Example","QuestRedoChapter#42"
1014,"Brand Loyalty","QuestRedoChapter#42"
1015,"Dissension in the Ranks","QuestRedoChapter#42"
1016,"Accept No Imitations","QuestRedoChapter#42"
1017,"Turndown Service","QuestRedoChapter#43"
1018,"By Your Bootstraps","QuestRedoChapter#43"
1019,"Perfect Pitch","QuestRedoChapter#43"
1020,"From the Hoplon to the Brume","QuestRedoChapter#43"
1021,"A Winter's Sale","QuestRedoChapter#43"
1022,"A Taxing Request","QuestRedoChapter#44"
1023,"Mounting Expectations","QuestRedoChapter#44"
1024,"The Value of Life","QuestRedoChapter#44"
1025,"The Trouble with Taxidermy","QuestRedoChapter#44"
1026,"True to Life","QuestRedoChapter#44"
1027,"So You Want to Be a Weaver","QuestRedoChapter#45"
1028,"Way of the Weaver","QuestRedoChapter#45"
1029,"My First Needle","QuestRedoChapter#45"
1030,"Once More unto the Breeches","QuestRedoChapter#45"
1031,"Alternative Applications","QuestRedoChapter#45"
1032,"Practical Needs","QuestRedoChapter#45"
1033,"Materia Concerns","QuestRedoChapter#45"
1034,"That Velveteen Dress","QuestRedoChapter#45"
1035,"Miner on a Mission","QuestRedoChapter#45"
1036,"Designed by Committee","QuestRedoChapter#45"
1037,"A Subtle Inquiry","QuestRedoChapter#45"
1038,"The Intervention","QuestRedoChapter#45"
1039,"A Miner Reborn","QuestRedoChapter#45"
1040,"The Social Knitwork","QuestRedoChapter#46"
1041,"Tomboy Foolery","QuestRedoChapter#46"
1042,"For Lover and Country","QuestRedoChapter#46"
1043,"Spinning the Truth","QuestRedoChapter#46"
1044,"Never Leave without a Good-bye","QuestRedoChapter#46"
1045,"When East Meets West","QuestRedoChapter#47"
1046,"The Butterfly Effect","QuestRedoChapter#47"
1047,"The Crane's Caveat","QuestRedoChapter#47"
1048,"A Geiko for All Seasons","QuestRedoChapter#47"
1049,"Send Me an Angel","QuestRedoChapter#47"
1050,"So You Want to Be an Alchemist","QuestRedoChapter#48"
1051,"Way of the Alchemist","QuestRedoChapter#48"
1052,"My First Alembic","QuestRedoChapter#48"
1053,"The Second Principle","QuestRedoChapter#48"
1054,"All of Your Beeswax","QuestRedoChapter#48"
1055,"For Fair Love","QuestRedoChapter#48"
1056,"The Arcanist's Tome","QuestRedoChapter#48"
1057,"Practical Alchemy","QuestRedoChapter#48"
1058,"Baleful Brews","QuestRedoChapter#48"
1059,"Cease and Assist","QuestRedoChapter#48"
1060,"Might Made Right","QuestRedoChapter#48"
1061,"Ultimate Alchemy","QuestRedoChapter#48"
1062,"Momentary Miracle","QuestRedoChapter#48"
1063,"Without a Trace","QuestRedoChapter#49"
1064,"Magic Marks the Spot","QuestRedoChapter#49"
1065,"From Hells","QuestRedoChapter#49"
1066,"Burden of Proof","QuestRedoChapter#49"
1067,"What Death Can Join Together","QuestRedoChapter#49"
1068,"Not Quite Dead Yet","QuestRedoChapter#50"
1069,"The Forbidden Blade","QuestRedoChapter#50"
1070,"Do Goldsmiths Dream of Gilded Sheep","QuestRedoChapter#50"
1071,"No Sin Unpunished","QuestRedoChapter#50"
1072,"A Love Beyond Lifetimes","QuestRedoChapter#50"
1073,"So You Want to Be a Culinarian","QuestRedoChapter#51"
1074,"Way of the Culinarian","QuestRedoChapter#51"
1075,"My First Skillet","QuestRedoChapter#51"
1076,"A Treat of Trout","QuestRedoChapter#51"
1077,"Dodo It Yourself","QuestRedoChapter#51"
1078,"On a Skewer Tip","QuestRedoChapter#51"
1079,"Releasing a Burden","QuestRedoChapter#51"
1080,"Winning Friends with Aldgoat","QuestRedoChapter#51"
